"","CONDITION","ID","TIME","DV","YTYPE","TAD","MDV","AMT","RATE","ADDL","II","SPECIES","DOSE","ROUTE","FORMULATION","BQL","WT","LVW","CMT2","IXGDF","USUBJID","EVID","CENS","ADM","TINF","TIMEPOS"
"406","168",168,0,NA,NA,12,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,406,"SJ157",1,0,0,0,0
"407","168",168,0,0,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,407,"SJ157",0,0,NA,0,0
"408","168",168,12,1.1,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,408,"SJ157",0,0,NA,0,12
"409","169",169,0,NA,NA,14,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,409,"SJ158",1,0,0,0,0
"410","169",169,0,0,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,410,"SJ158",0,0,NA,0,0
"411","169",169,14,8.9,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,411,"SJ158",0,0,NA,0,14
"412","170",170,0,NA,NA,16,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,412,"SJ159",1,0,0,0,0
"413","170",170,0,0,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,413,"SJ159",0,0,NA,0,0
"414","170",170,16,3.2,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,414,"SJ159",0,0,NA,0,16
"415","171",171,0,NA,NA,20,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,415,"SJ160",1,0,0,0,0
"416","171",171,0,0,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,416,"SJ160",0,0,NA,0,0
"417","171",171,20,0.6,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,417,"SJ160",0,0,NA,0,20
"418","172",172,0,NA,NA,24,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,418,"SJ161",1,0,0,0,0
"419","172",172,0,0,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,419,"SJ161",0,0,NA,0,0
"420","172",172,24,5.2,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,420,"SJ161",0,0,NA,0,24
"421","173",173,0,NA,NA,28,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,421,"SJ162",1,0,0,0,0
"422","173",173,0,0,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,422,"SJ162",0,0,NA,0,0
"423","173",173,28,2.6,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,423,"SJ162",0,0,NA,0,28
"424","174",174,0,NA,NA,0.25,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,424,"SJ163",1,0,0,0,0
"425","174",174,0,0,1,0.25,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,425,"SJ163",0,0,NA,0,0
"426","174",174,0.25,42.4,1,0.25,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,426,"SJ163",0,0,NA,0,0.25
"427","175",175,0,NA,NA,0.5,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,427,"SJ164",1,0,0,0,0
"428","175",175,0,0,1,0.5,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,428,"SJ164",0,0,NA,0,0
"429","175",175,0.5,252.4,1,0.5,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,429,"SJ164",0,0,NA,0,0.5
"430","176",176,0,NA,NA,1,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,430,"SJ165",1,0,0,0,0
"431","176",176,0,0,1,1,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,431,"SJ165",0,0,NA,0,0
"432","176",176,1,166.7,1,1,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,432,"SJ165",0,0,NA,0,1
"433","177",177,0,NA,NA,2,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,433,"SJ166",1,0,0,0,0
"434","177",177,0,0,1,2,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,434,"SJ166",0,0,NA,0,0
"435","177",177,2,170.9,1,2,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,435,"SJ166",0,0,NA,0,2
"436","178",178,0,NA,NA,4,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,436,"SJ167",1,0,0,0,0
"437","178",178,0,0,1,4,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,437,"SJ167",0,0,NA,0,0
"438","178",178,4,324.6,1,4,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,438,"SJ167",0,0,NA,0,4
"439","179",179,0,NA,NA,6,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,439,"SJ168",1,0,0,0,0
"440","179",179,0,0,1,6,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,440,"SJ168",0,0,NA,0,0
"441","179",179,6,18.4,1,6,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,441,"SJ168",0,0,NA,0,6
"442","180",180,0,NA,NA,8,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,442,"SJ169",1,0,0,0,0
"443","180",180,0,0,1,8,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,443,"SJ169",0,0,NA,0,0
"444","180",180,8,1.3,1,8,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,444,"SJ169",0,0,NA,0,8
"445","181",181,0,NA,NA,10,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,445,"SJ170",1,0,0,0,0
"446","181",181,0,0,1,10,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,446,"SJ170",0,0,NA,0,0
"447","181",181,10,3.2,1,10,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,447,"SJ170",0,0,NA,0,10
"448","182",182,0,NA,NA,12,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,448,"SJ171",1,0,0,0,0
"449","182",182,0,0,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,449,"SJ171",0,0,NA,0,0
"450","182",182,12,0.7,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,450,"SJ171",0,0,NA,0,12
"451","183",183,0,NA,NA,14,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,451,"SJ172",1,0,0,0,0
"452","183",183,0,0,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,452,"SJ172",0,0,NA,0,0
"453","183",183,14,1.7,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,453,"SJ172",0,0,NA,0,14
"454","184",184,0,NA,NA,16,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,454,"SJ173",1,0,0,0,0
"455","184",184,0,0,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,455,"SJ173",0,0,NA,0,0
"456","184",184,16,1.7,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,456,"SJ173",0,0,NA,0,16
"457","185",185,0,NA,NA,20,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,457,"SJ174",1,0,0,0,0
"458","185",185,0,0,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,458,"SJ174",0,0,NA,0,0
"459","185",185,20,0.4,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,459,"SJ174",0,0,NA,0,20
"460","186",186,0,NA,NA,24,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,460,"SJ175",1,0,0,0,0
"461","186",186,0,0,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,461,"SJ175",0,0,NA,0,0
"462","186",186,24,1.6,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,462,"SJ175",0,0,NA,0,24
"463","187",187,0,NA,NA,28,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,463,"SJ176",1,0,0,0,0
"464","187",187,0,0,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,464,"SJ176",0,0,NA,0,0
"465","187",187,28,1.1,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,465,"SJ176",0,0,NA,0,28
"466","188",188,0,NA,NA,0.25,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,466,"SJ177",1,0,0,0,0
"467","188",188,0,0,1,0.25,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,467,"SJ177",0,0,NA,0,0
"468","188",188,0.25,51.2,1,0.25,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,468,"SJ177",0,0,NA,0,0.25
"469","189",189,0,NA,NA,0.5,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,469,"SJ178",1,0,0,0,0
"470","189",189,0,0,1,0.5,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,470,"SJ178",0,0,NA,0,0
"471","189",189,0.5,53.3,1,0.5,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,471,"SJ178",0,0,NA,0,0.5
"472","190",190,0,NA,NA,1,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,472,"SJ179",1,0,0,0,0
"473","190",190,0,0,1,1,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,473,"SJ179",0,0,NA,0,0
"474","190",190,1,62,1,1,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,474,"SJ179",0,0,NA,0,1
"475","191",191,0,NA,NA,2,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,475,"SJ180",1,0,0,0,0
"476","191",191,0,0,1,2,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,476,"SJ180",0,0,NA,0,0
"477","191",191,2,188.6,1,2,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,477,"SJ180",0,0,NA,0,2
"478","192",192,0,NA,NA,4,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,478,"SJ181",1,0,0,0,0
"479","192",192,0,0,1,4,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,479,"SJ181",0,0,NA,0,0
"480","192",192,4,124.1,1,4,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,480,"SJ181",0,0,NA,0,4
"481","193",193,0,NA,NA,6,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,481,"SJ182",1,0,0,0,0
"482","193",193,0,0,1,6,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,482,"SJ182",0,0,NA,0,0
"483","193",193,6,2.5,1,6,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,483,"SJ182",0,0,NA,0,6
"484","194",194,0,NA,NA,8,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,484,"SJ183",1,0,0,0,0
"485","194",194,0,0,1,8,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,485,"SJ183",0,0,NA,0,0
"486","194",194,8,6.9,1,8,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,486,"SJ183",0,0,NA,0,8
"487","195",195,0,NA,NA,10,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,487,"SJ184",1,0,0,0,0
"488","195",195,0,0,1,10,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,488,"SJ184",0,0,NA,0,0
"489","195",195,10,15.8,1,10,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,489,"SJ184",0,0,NA,0,10
"490","196",196,0,NA,NA,12,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,490,"SJ185",1,0,0,0,0
"491","196",196,0,0,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,491,"SJ185",0,0,NA,0,0
"492","196",196,12,2.2,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,492,"SJ185",0,0,NA,0,12
"493","197",197,0,NA,NA,14,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,493,"SJ186",1,0,0,0,0
"494","197",197,0,0,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,494,"SJ186",0,0,NA,0,0
"495","197",197,14,1.1,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,495,"SJ186",0,0,NA,0,14
"496","198",198,0,NA,NA,16,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,496,"SJ187",1,0,0,0,0
"497","198",198,0,0,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,497,"SJ187",0,0,NA,0,0
"498","198",198,16,41.5,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,498,"SJ187",0,0,NA,0,16
"499","199",199,0,NA,NA,20,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,499,"SJ188",1,0,0,0,0
"500","199",199,0,0,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,500,"SJ188",0,0,NA,0,0
"501","199",199,20,7.2,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,501,"SJ188",0,0,NA,0,20
"502","200",200,0,NA,NA,24,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,502,"SJ189",1,0,0,0,0
"503","200",200,0,0,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,503,"SJ189",0,0,NA,0,0
"504","200",200,24,0.5,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,504,"SJ189",0,0,NA,0,24
"505","201",201,0,NA,NA,28,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,505,"SJ190",1,0,0,0,0
"506","201",201,0,0,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,506,"SJ190",0,0,NA,0,0
"507","201",201,28,5.6,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,507,"SJ190",0,0,NA,0,28
"508","202",202,0,NA,NA,0.25,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,508,"SJ191",1,0,0,0,0
"509","202",202,0,0,1,0.25,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,509,"SJ191",0,0,NA,0,0
"510","202",202,0.25,67.7,1,0.25,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,510,"SJ191",0,0,NA,0,0.25
"511","203",203,0,NA,NA,0.5,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,511,"SJ192",1,0,0,0,0
"512","203",203,0,0,1,0.5,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,512,"SJ192",0,0,NA,0,0
"513","203",203,0.5,42.6,1,0.5,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,513,"SJ192",0,0,NA,0,0.5
"514","204",204,0,NA,NA,1,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,514,"SJ193",1,0,0,0,0
"515","204",204,0,0,1,1,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,515,"SJ193",0,0,NA,0,0
"516","204",204,1,39.9,1,1,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,516,"SJ193",0,0,NA,0,1
"517","205",205,0,NA,NA,2,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,517,"SJ194",1,0,0,0,0
"518","205",205,0,0,1,2,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,518,"SJ194",0,0,NA,0,0
"519","205",205,2,248.6,1,2,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,519,"SJ194",0,0,NA,0,2
"520","206",206,0,NA,NA,4,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,520,"SJ195",1,0,0,0,0
"521","206",206,0,0,1,4,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,521,"SJ195",0,0,NA,0,0
"522","206",206,4,22.1,1,4,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,522,"SJ195",0,0,NA,0,4
"523","207",207,0,NA,NA,6,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,523,"SJ196",1,0,0,0,0
"524","207",207,0,0,1,6,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,524,"SJ196",0,0,NA,0,0
"525","207",207,6,59.1,1,6,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,525,"SJ196",0,0,NA,0,6
"526","208",208,0,NA,NA,8,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,526,"SJ197",1,0,0,0,0
"527","208",208,0,0,1,8,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,527,"SJ197",0,0,NA,0,0
"528","208",208,8,8.7,1,8,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,528,"SJ197",0,0,NA,0,8
"529","209",209,0,NA,NA,10,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,529,"SJ198",1,0,0,0,0
"530","209",209,0,0,1,10,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,530,"SJ198",0,0,NA,0,0
"531","209",209,10,3.4,1,10,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,531,"SJ198",0,0,NA,0,10
"532","210",210,0,NA,NA,12,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,532,"SJ199",1,0,0,0,0
"533","210",210,0,0,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,533,"SJ199",0,0,NA,0,0
"534","210",210,12,1.5,1,12,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,534,"SJ199",0,0,NA,0,12
"535","211",211,0,NA,NA,14,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,535,"SJ200",1,0,0,0,0
"536","211",211,0,0,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,536,"SJ200",0,0,NA,0,0
"537","211",211,14,1,1,14,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,537,"SJ200",0,0,NA,0,14
"538","212",212,0,NA,NA,16,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,538,"SJ201",1,0,0,0,0
"539","212",212,0,0,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,539,"SJ201",0,0,NA,0,0
"540","212",212,16,42.8,1,16,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,540,"SJ201",0,0,NA,0,16
"541","213",213,0,NA,NA,20,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,541,"SJ202",1,0,0,0,0
"542","213",213,0,0,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,542,"SJ202",0,0,NA,0,0
"543","213",213,20,0.8,1,20,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,543,"SJ202",0,0,NA,0,20
"544","214",214,0,NA,NA,24,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,544,"SJ203",1,0,0,0,0
"545","214",214,0,0,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,545,"SJ203",0,0,NA,0,0
"546","214",214,24,0.8,1,24,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,546,"SJ203",0,0,NA,0,24
"547","215",215,0,NA,NA,28,1,1400000,NA,0,0,1,50,2,1,0,28,1.4,1,547,"SJ204",1,0,0,0,0
"548","215",215,0,0,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,548,"SJ204",0,0,NA,0,0
"549","215",215,28,0.4,1,28,0,NA,NA,0,0,1,50,2,1,0,28,1.4,2,549,"SJ204",0,0,NA,0,28
