TABLE NO.  2
 ID          CL          V2          V3          Q           KA          F1          DOSE
  7.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  7.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  7.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  7.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  7.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  8.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  9.0000E+00  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  1.0000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.0000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.1000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
  1.2000E+01  1.8562E+00  2.8454E-01  5.1095E-02  3.1662E-02  1.9096E-01  4.0048E-03  2.5000E+01
